Epoch = 0, Training loss = 0.073345
Predicted cost: 1.454913, actual cost: 1.679420, loss: 0.050403
Predicted cost: 1.009928, actual cost: 0.937533, loss: 0.005241
Predicted cost: 0.000000, actual cost: 0.003361, loss: 0.000011
Predicted cost: 0.149290, actual cost: 0.683164, loss: 0.285022
Predicted cost: 5.416254, actual cost: 5.732311, loss: 0.099892
Predicted cost: 0.000000, actual cost: 0.002777, loss: 0.000008
Predicted cost: 2.768008, actual cost: 3.326952, loss: 0.312418
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 0.014511, actual cost: 0.000054, loss: 0.000209
Predicted cost: 2.834462, actual cost: 1.528333, loss: 1.705971
Predicted cost: 1.063263, actual cost: 0.648812, loss: 0.171770
Predicted cost: 1.163760, actual cost: 1.639251, loss: 0.226091
Predicted cost: 3.663271, actual cost: 3.420003, loss: 0.059179
Predicted cost: 0.016002, actual cost: 0.000000, loss: 0.000256
Predicted cost: 0.342826, actual cost: 0.361422, loss: 0.000346
Predicted cost: 1.353289, actual cost: 0.924512, loss: 0.183850
Predicted cost: 0.124986, actual cost: 0.046149, loss: 0.006215
Predicted cost: 7.196655, actual cost: 5.874919, loss: 1.746986
Predicted cost: 0.238514, actual cost: 0.010430, loss: 0.052022
Predicted cost: 6.024740, actual cost: 4.208719, loss: 3.297932
Predicted cost: 0.000000, actual cost: 0.000143, loss: 0.000000
Predicted cost: 0.000000, actual cost: 0.000085, loss: 0.000000
Predicted cost: 0.741870, actual cost: 1.274463, loss: 0.283655
Predicted cost: 2.581966, actual cost: 1.751786, loss: 0.689199
Predicted cost: 0.132600, actual cost: 0.005347, loss: 0.016193
Predicted cost: 1.257217, actual cost: 0.938421, loss: 0.101631
Predicted cost: 0.016338, actual cost: 0.004040, loss: 0.000151
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 1.326935, actual cost: 1.251359, loss: 0.005712
Predicted cost: 1.094764, actual cost: 1.236152, loss: 0.019991
Predicted cost: 0.423638, actual cost: 0.000059, loss: 0.179419
Predicted cost: 5.058545, actual cost: 4.098376, loss: 0.921923
Predicted cost: 7.470294, actual cost: 5.663602, loss: 3.264136
Predicted cost: 0.127441, actual cost: 0.000166, loss: 0.016199
Predicted cost: 0.000590, actual cost: 0.418562, loss: 0.174700
Predicted cost: 0.000000, actual cost: 0.738236, loss: 0.544993
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 1.216481, actual cost: 1.243139, loss: 0.000711
Predicted cost: 2.491949, actual cost: 4.177416, loss: 2.840800
Predicted cost: 1.011981, actual cost: 0.711964, loss: 0.090010
Predicted cost: 0.000000, actual cost: 0.033365, loss: 0.001113
Predicted cost: 0.000000, actual cost: 0.000101, loss: 0.000000
Predicted cost: 0.114371, actual cost: 0.486738, loss: 0.138657
Predicted cost: 0.000000, actual cost: 0.004526, loss: 0.000020
Predicted cost: 0.834378, actual cost: 0.800037, loss: 0.001179
Predicted cost: 0.131026, actual cost: 0.386085, loss: 0.065055
Predicted cost: 0.089534, actual cost: 0.000121, loss: 0.007995
Predicted cost: 0.743384, actual cost: 0.669850, loss: 0.005407
Predicted cost: 3.616768, actual cost: 6.245449, loss: 6.909964
Predicted cost: 0.118466, actual cost: 0.004130, loss: 0.013073
Predicted cost: 0.553059, actual cost: 0.005860, loss: 0.299427
Predicted cost: 0.224575, actual cost: 0.028005, loss: 0.038640
Predicted cost: 0.700520, actual cost: 2.066863, loss: 1.866894
Predicted cost: 0.186457, actual cost: 0.002230, loss: 0.033940
Predicted cost: 0.140416, actual cost: 0.280670, loss: 0.019671
Predicted cost: 0.034376, actual cost: 0.217584, loss: 0.033565
Predicted cost: 0.965164, actual cost: 1.147207, loss: 0.033140
Predicted cost: 0.895422, actual cost: 0.702914, loss: 0.037059
Predicted cost: 4.140843, actual cost: 4.736415, loss: 0.354706
Predicted cost: 0.012844, actual cost: 0.000404, loss: 0.000155
Predicted cost: 0.692158, actual cost: 0.094887, loss: 0.356733
Predicted cost: 0.352787, actual cost: 0.738246, loss: 0.148578
Predicted cost: 1.391326, actual cost: 1.941106, loss: 0.302258
Predicted cost: 0.000000, actual cost: 0.195532, loss: 0.038233
Predicted cost: 0.011435, actual cost: 0.000111, loss: 0.000128
Predicted cost: 0.008252, actual cost: 0.001785, loss: 0.000042
Predicted cost: 0.358160, actual cost: 0.689400, loss: 0.109720
Predicted cost: 3.828363, actual cost: 4.258551, loss: 0.185062
Predicted cost: 2.898226, actual cost: 2.897605, loss: 0.000000
Predicted cost: 0.067805, actual cost: 0.000000, loss: 0.004598
Predicted cost: 0.704869, actual cost: 1.377799, loss: 0.452834
Predicted cost: 0.172934, actual cost: 0.000120, loss: 0.029865
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 0.602151, actual cost: 0.658883, loss: 0.003218
Predicted cost: 0.031672, actual cost: 0.057680, loss: 0.000676
Predicted cost: 7.310207, actual cost: 5.842095, loss: 2.155354
Predicted cost: 0.556664, actual cost: 0.177497, loss: 0.143768
Predicted cost: 0.000000, actual cost: 0.000673, loss: 0.000000
Predicted cost: 0.030286, actual cost: 0.002689, loss: 0.000762
Predicted cost: 0.893530, actual cost: 0.838499, loss: 0.003028
Predicted cost: 7.331518, actual cost: 7.723881, loss: 0.153948
Predicted cost: 0.247662, actual cost: 0.000028, loss: 0.061323
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 2.379615, actual cost: 2.429011, loss: 0.002440
Predicted cost: 0.328644, actual cost: 0.392866, loss: 0.004124
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 1.861009, actual cost: 0.710627, loss: 1.323379
Predicted cost: 0.000000, actual cost: 0.007354, loss: 0.000054
Predicted cost: 0.000000, actual cost: 0.142799, loss: 0.020392
Predicted cost: 2.478386, actual cost: 3.535601, loss: 1.117704
Predicted cost: 0.249487, actual cost: 0.742291, loss: 0.242856
Predicted cost: 1.654920, actual cost: 1.688274, loss: 0.001113
Predicted cost: 2.453820, actual cost: 1.621653, loss: 0.692502
Predicted cost: 5.052373, actual cost: 4.651595, loss: 0.160624
Predicted cost: 4.170973, actual cost: 3.020851, loss: 1.322780
Predicted cost: 1.569278, actual cost: 1.504408, loss: 0.004208
Predicted cost: 2.314614, actual cost: 1.959290, loss: 0.126255
Predicted cost: 0.501538, actual cost: 0.521651, loss: 0.000405
Predicted cost: 0.083235, actual cost: 0.055124, loss: 0.000790
Predicted cost: 5.539617, actual cost: 4.629314, loss: 0.828652
Predicted cost: 0.683927, actual cost: 0.367426, loss: 0.100173
Predicted cost: 1.167233, actual cost: 0.697339, loss: 0.220800
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 0.000000, actual cost: 0.003689, loss: 0.000014
Predicted cost: 0.012838, actual cost: 0.430309, loss: 0.174282
Predicted cost: 1.054080, actual cost: 0.695546, loss: 0.128546
Predicted cost: 0.054004, actual cost: 0.171513, loss: 0.013808
Predicted cost: 1.296029, actual cost: 1.484028, loss: 0.035344
Predicted cost: 0.850511, actual cost: 0.612209, loss: 0.056788
Predicted cost: 9.210337, actual cost: 7.609839, loss: 2.561591
Predicted cost: 0.499231, actual cost: 0.162678, loss: 0.113268
Predicted cost: 0.027067, actual cost: 0.000261, loss: 0.000719
Predicted cost: 0.245695, actual cost: 0.000000, loss: 0.060366
Predicted cost: 2.308543, actual cost: 3.995991, loss: 2.847482
Predicted cost: 1.080056, actual cost: 0.724428, loss: 0.126471
Predicted cost: 10.025006, actual cost: 7.034281, loss: 8.944436
Predicted cost: 6.668899, actual cost: 5.106149, loss: 2.442187
Predicted cost: 3.967041, actual cost: 3.047317, loss: 0.845893
Predicted cost: 0.103662, actual cost: 0.015021, loss: 0.007857
Predicted cost: 1.399303, actual cost: 2.567683, loss: 1.365111
Predicted cost: 2.108800, actual cost: 3.605354, loss: 2.239674
Predicted cost: 1.737396, actual cost: 0.507640, loss: 1.512300
Predicted cost: 0.937294, actual cost: 0.230681, loss: 0.499302
Predicted cost: 26.407055, actual cost: 22.341665, loss: 16.527393
Predicted cost: 5.130822, actual cost: 4.211889, loss: 0.844439
Predicted cost: 0.057840, actual cost: 0.025183, loss: 0.001066
Predicted cost: 0.921861, actual cost: 1.091989, loss: 0.028944
Predicted cost: 0.639389, actual cost: 0.742715, loss: 0.010676
Predicted cost: 0.862775, actual cost: 0.699215, loss: 0.026752
Predicted cost: 0.000000, actual cost: 0.002435, loss: 0.000006
Predicted cost: 0.710996, actual cost: 0.377393, loss: 0.111291
Predicted cost: 7.581488, actual cost: 7.223389, loss: 0.128235
Predicted cost: 1.893485, actual cost: 0.004446, loss: 3.568471
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 0.000000, actual cost: 0.150461, loss: 0.022639
Predicted cost: 0.000000, actual cost: 0.012422, loss: 0.000154
Predicted cost: 2.607077, actual cost: 3.150914, loss: 0.295758
Predicted cost: 0.136077, actual cost: 0.000023, loss: 0.018511
Predicted cost: 0.630981, actual cost: 0.749915, loss: 0.014145
Predicted cost: 0.000000, actual cost: 0.000230, loss: 0.000000
Predicted cost: 0.000000, actual cost: 0.192082, loss: 0.036895
Predicted cost: 0.411096, actual cost: 0.108788, loss: 0.091390
Predicted cost: 0.000000, actual cost: 0.024564, loss: 0.000603
Predicted cost: 0.000000, actual cost: 0.062819, loss: 0.003946
Predicted cost: 1.846241, actual cost: 1.035847, loss: 0.656738
Predicted cost: 2.193917, actual cost: 1.999203, loss: 0.037913
Predicted cost: 2.703968, actual cost: 3.439730, loss: 0.541346
Predicted cost: 2.844343, actual cost: 2.557335, loss: 0.082373
Predicted cost: 17.100183, actual cost: 13.997584, loss: 9.626122
Predicted cost: 0.625534, actual cost: 1.130280, loss: 0.254769
Predicted cost: 0.000000, actual cost: 0.007646, loss: 0.000058
Predicted cost: 1.490070, actual cost: 1.472147, loss: 0.000321
Predicted cost: 0.034653, actual cost: 0.000053, loss: 0.001197
Predicted cost: 0.502894, actual cost: 0.457357, loss: 0.002074
Predicted cost: 2.622383, actual cost: 3.147694, loss: 0.275952
Predicted cost: 4.281293, actual cost: 3.926529, loss: 0.125857
Predicted cost: 0.296605, actual cost: 0.005767, loss: 0.084586
Predicted cost: 3.401280, actual cost: 3.679505, loss: 0.077409
Predicted cost: 0.356898, actual cost: 0.488653, loss: 0.017359
Predicted cost: 2.520545, actual cost: 1.667759, loss: 0.727245
Predicted cost: 4.686224, actual cost: 4.644001, loss: 0.001783
Predicted cost: 0.000000, actual cost: 0.000001, loss: 0.000000
Predicted cost: 7.588116, actual cost: 6.907755, loss: 0.462891
Predicted cost: 0.740465, actual cost: 0.809571, loss: 0.004776
Predicted cost: 1.494575, actual cost: 1.194533, loss: 0.090025
Predicted cost: 0.011291, actual cost: 0.037111, loss: 0.000667
Predicted cost: 0.000000, actual cost: 0.000371, loss: 0.000000
Predicted cost: 0.000000, actual cost: 0.002211, loss: 0.000005
Predicted cost: 3.088844, actual cost: 2.740572, loss: 0.121293
Predicted cost: 0.251241, actual cost: 0.273119, loss: 0.000479
Predicted cost: 0.767011, actual cost: 0.265859, loss: 0.251153
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 1.112947, actual cost: 1.160921, loss: 0.002301
Predicted cost: 0.009897, actual cost: 0.007941, loss: 0.000004
Predicted cost: 1.321806, actual cost: 0.869756, loss: 0.204350
Predicted cost: 1.876641, actual cost: 2.504333, loss: 0.393998
Predicted cost: 0.000000, actual cost: 0.000317, loss: 0.000000
Predicted cost: 0.000000, actual cost: 0.013968, loss: 0.000195
Predicted cost: 5.560633, actual cost: 5.160196, loss: 0.160349
Predicted cost: 0.778646, actual cost: 2.468345, loss: 2.855084
Predicted cost: 0.640543, actual cost: 0.661116, loss: 0.000423
Predicted cost: 4.044599, actual cost: 4.199306, loss: 0.023934
Predicted cost: 1.958296, actual cost: 1.733204, loss: 0.050666
Predicted cost: 0.000000, actual cost: 0.000453, loss: 0.000000
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 3.636946, actual cost: 4.227952, loss: 0.349288
Predicted cost: 4.534896, actual cost: 3.053123, loss: 2.195652
Predicted cost: 0.361685, actual cost: 0.022124, loss: 0.115302
Predicted cost: 1.346422, actual cost: 1.276631, loss: 0.004871
Predicted cost: 0.863139, actual cost: 2.072300, loss: 1.462070
Predicted cost: 0.987259, actual cost: 1.359240, loss: 0.138369
Predicted cost: 3.170171, actual cost: 3.440745, loss: 0.073211
Predicted cost: 0.151041, actual cost: 0.000523, loss: 0.022656
Predicted cost: 9.714926, actual cost: 7.861890, loss: 3.433740
Predicted cost: 0.071918, actual cost: 0.118753, loss: 0.002193
Predicted cost: 0.069195, actual cost: 0.012053, loss: 0.003265
Predicted cost: 0.970087, actual cost: 1.222650, loss: 0.063788
Predicted cost: 0.773444, actual cost: 0.758395, loss: 0.000226
Predicted cost: 1.928450, actual cost: 2.010154, loss: 0.006675
Predicted cost: 1.847715, actual cost: 1.011277, loss: 0.699628
Predicted cost: 1.032086, actual cost: 0.931620, loss: 0.010093
Predicted cost: 0.155968, actual cost: 0.150309, loss: 0.000032
Predicted cost: 0.058074, actual cost: 0.004611, loss: 0.002858
Predicted cost: 11.992203, actual cost: 10.889877, loss: 1.215121
Predicted cost: 0.033111, actual cost: 0.235391, loss: 0.040918
Predicted cost: 4.114736, actual cost: 3.307270, loss: 0.652001
Predicted cost: 1.135481, actual cost: 0.013552, loss: 1.258725
Predicted cost: 0.508840, actual cost: 1.324675, loss: 0.665586
Predicted cost: 0.058038, actual cost: 0.234319, loss: 0.031075
Predicted cost: 0.000000, actual cost: 0.000011, loss: 0.000000
Predicted cost: 0.000000, actual cost: 0.001070, loss: 0.000001
Predicted cost: 1.799231, actual cost: 2.058921, loss: 0.067439
Predicted cost: 0.000000, actual cost: 0.000040, loss: 0.000000
Predicted cost: 0.184854, actual cost: 0.189004, loss: 0.000017
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 1.933660, actual cost: 1.989329, loss: 0.003099
Predicted cost: 1.958296, actual cost: 1.733932, loss: 0.050339
Predicted cost: 1.735521, actual cost: 2.914210, loss: 1.389306
Predicted cost: 0.000000, actual cost: 0.000663, loss: 0.000000
Predicted cost: 2.158470, actual cost: 2.284881, loss: 0.015980
Predicted cost: 0.000000, actual cost: 0.003689, loss: 0.000014
Predicted cost: 0.119771, actual cost: 0.008844, loss: 0.012305
Predicted cost: 0.037773, actual cost: 0.122376, loss: 0.007158
Predicted cost: 0.197926, actual cost: 0.213878, loss: 0.000254
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 0.031352, actual cost: 0.006867, loss: 0.000600
Predicted cost: 0.309102, actual cost: 0.489085, loss: 0.032394
Predicted cost: 0.000000, actual cost: 0.019427, loss: 0.000377
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 0.111155, actual cost: 0.042814, loss: 0.004670
Predicted cost: 0.524275, actual cost: 1.005264, loss: 0.231350
Predicted cost: 0.619579, actual cost: 0.231718, loss: 0.150437
Predicted cost: 13.742810, actual cost: 11.746092, loss: 3.986884
Predicted cost: 7.296879, actual cost: 11.254807, loss: 15.665199
Predicted cost: 0.190708, actual cost: 0.055682, loss: 0.018232
Predicted cost: 3.176525, actual cost: 2.741608, loss: 0.189153
Predicted cost: 0.000000, actual cost: 0.000296, loss: 0.000000
Predicted cost: 0.000000, actual cost: 0.000397, loss: 0.000000
Predicted cost: 5.968606, actual cost: 8.511643, loss: 6.467039
Predicted cost: 0.000000, actual cost: 0.001344, loss: 0.000002
Predicted cost: 0.588265, actual cost: 1.082277, loss: 0.244047
Predicted cost: 1.750261, actual cost: 2.680216, loss: 0.864817
Predicted cost: 0.035425, actual cost: 0.000006, loss: 0.001254
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 1.987693, actual cost: 1.426855, loss: 0.314540
Predicted cost: 13.753193, actual cost: 10.448699, loss: 10.919680
Predicted cost: 0.090185, actual cost: 0.000000, loss: 0.008133
Predicted cost: 0.234272, actual cost: 0.003799, loss: 0.053118
Predicted cost: 0.000000, actual cost: 0.000001, loss: 0.000000
Predicted cost: 0.000000, actual cost: 0.010038, loss: 0.000101
Predicted cost: 0.008653, actual cost: 0.000000, loss: 0.000075
Predicted cost: 0.215608, actual cost: 0.163656, loss: 0.002699
Predicted cost: 0.000000, actual cost: 0.003067, loss: 0.000009
Predicted cost: 0.000000, actual cost: 0.015120, loss: 0.000229
Predicted cost: 4.650234, actual cost: 5.181872, loss: 0.282639
Predicted cost: 0.099782, actual cost: 0.004524, loss: 0.009074
Predicted cost: 0.000000, actual cost: 0.074292, loss: 0.005519
Predicted cost: 0.000000, actual cost: 0.025717, loss: 0.000661
Predicted cost: 2.139171, actual cost: 2.746605, loss: 0.368976
Predicted cost: 0.042759, actual cost: 0.001006, loss: 0.001743
Predicted cost: 0.483597, actual cost: 0.594965, loss: 0.012403
Predicted cost: 0.000000, actual cost: 0.000001, loss: 0.000000
Predicted cost: 0.232352, actual cost: 0.004045, loss: 0.052124
Predicted cost: 0.280361, actual cost: 0.019075, loss: 0.068270
Predicted cost: 0.000000, actual cost: 0.007588, loss: 0.000058
Predicted cost: 3.912240, actual cost: 3.654292, loss: 0.066537
Predicted cost: 0.256752, actual cost: 0.115646, loss: 0.019911
Predicted cost: 0.000000, actual cost: 0.000004, loss: 0.000000
Predicted cost: 6.037161, actual cost: 6.169094, loss: 0.017406
Predicted cost: 3.017211, actual cost: 1.876445, loss: 1.301347
Predicted cost: 2.034642, actual cost: 1.744863, loss: 0.083972
Predicted cost: 6.136384, actual cost: 6.069351, loss: 0.004493
Predicted cost: 32.126450, actual cost: 27.442560, loss: 21.938820
Predicted cost: 0.000000, actual cost: 0.257337, loss: 0.066222
Predicted cost: 0.164131, actual cost: 0.000000, loss: 0.026939
Predicted cost: 0.000000, actual cost: 0.001206, loss: 0.000001
Predicted cost: 0.024362, actual cost: 0.000195, loss: 0.000584
Predicted cost: 0.281982, actual cost: 0.819451, loss: 0.288872
Predicted cost: 0.046692, actual cost: 0.317995, loss: 0.073605
Predicted cost: 0.012745, actual cost: 0.052674, loss: 0.001594
Predicted cost: 5.881334, actual cost: 5.427673, loss: 0.205808
Predicted cost: 3.832786, actual cost: 2.092004, loss: 3.030322
Predicted cost: 0.377400, actual cost: 0.029930, loss: 0.120736
Predicted cost: 1.659266, actual cost: 1.185121, loss: 0.224813
Predicted cost: 0.128866, actual cost: 0.861869, loss: 0.537293
Predicted cost: 1.498670, actual cost: 2.671275, loss: 1.375003
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 6.089194, actual cost: 7.523228, loss: 2.056453
Predicted cost: 0.000000, actual cost: 0.001338, loss: 0.000002
Predicted cost: 1.084237, actual cost: 1.214631, loss: 0.017002
Predicted cost: 6.528512, actual cost: 5.606002, loss: 0.851026
Predicted cost: 0.000000, actual cost: 0.008325, loss: 0.000069
Predicted cost: 0.000000, actual cost: 0.000004, loss: 0.000000
Predicted cost: 0.049380, actual cost: 0.015811, loss: 0.001127
Predicted cost: 12.193082, actual cost: 10.239423, loss: 3.816784
Predicted cost: 2.520545, actual cost: 1.671557, loss: 0.720782
Predicted cost: 1.214140, actual cost: 0.920387, loss: 0.086290
Predicted cost: 2.508984, actual cost: 3.026336, loss: 0.267653
Predicted cost: 0.428916, actual cost: 0.516060, loss: 0.007594
Predicted cost: 4.635856, actual cost: 3.994668, loss: 0.411122
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 1.446795, actual cost: 0.955371, loss: 0.241498
Predicted cost: 1.562455, actual cost: 1.287502, loss: 0.075599
Predicted cost: 0.264375, actual cost: 0.402565, loss: 0.019096
Predicted cost: 0.061279, actual cost: 0.000000, loss: 0.003755
Predicted cost: 0.309400, actual cost: 0.000000, loss: 0.095728
Predicted cost: 1.039719, actual cost: 0.924468, loss: 0.013283
Predicted cost: 0.834306, actual cost: 1.416061, loss: 0.338440
Predicted cost: 0.000000, actual cost: 0.042154, loss: 0.001777
Predicted cost: 3.319152, actual cost: 3.232411, loss: 0.007524
Predicted cost: 0.000269, actual cost: 0.483147, loss: 0.233171
Predicted cost: 0.220944, actual cost: 0.294803, loss: 0.005455
Predicted cost: 9.561428, actual cost: 8.869997, loss: 0.478077
Predicted cost: 0.133679, actual cost: 0.000362, loss: 0.017773
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 0.362743, actual cost: 0.609898, loss: 0.061086
Predicted cost: 7.294164, actual cost: 7.028839, loss: 0.070397
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 0.197597, actual cost: 0.000000, loss: 0.039045
Predicted cost: 0.216654, actual cost: 0.000000, loss: 0.046939
Predicted cost: 1.945114, actual cost: 1.127586, loss: 0.668352
Predicted cost: 0.139811, actual cost: 0.115098, loss: 0.000611
Predicted cost: 0.000000, actual cost: 0.011795, loss: 0.000139
Predicted cost: 0.000000, actual cost: 0.018910, loss: 0.000358
Predicted cost: 0.396680, actual cost: 0.352800, loss: 0.001926
Predicted cost: 0.359895, actual cost: 0.430564, loss: 0.004994
Predicted cost: 3.193254, actual cost: 3.098584, loss: 0.008963
Predicted cost: 3.744666, actual cost: 3.358243, loss: 0.149323
Predicted cost: 0.028167, actual cost: 0.000000, loss: 0.000793
Predicted cost: 1.642002, actual cost: 3.502839, loss: 3.462713
Predicted cost: 4.623619, actual cost: 9.933260, loss: 28.192286
Predicted cost: 0.050343, actual cost: 0.000082, loss: 0.002526
Predicted cost: 0.192755, actual cost: 0.017506, loss: 0.030712
Predicted cost: 0.208039, actual cost: 0.431305, loss: 0.049847
Predicted cost: 0.526823, actual cost: 0.590565, loss: 0.004063
Predicted cost: 0.877890, actual cost: 0.788284, loss: 0.008029
Predicted cost: 0.093808, actual cost: 0.000900, loss: 0.008632
Predicted cost: 2.743891, actual cost: 2.788291, loss: 0.001971
Predicted cost: 0.064195, actual cost: 0.003142, loss: 0.003728
Predicted cost: 0.000000, actual cost: 0.172677, loss: 0.029817
Predicted cost: 0.374254, actual cost: 0.129598, loss: 0.059857
Predicted cost: 0.669818, actual cost: 2.042095, loss: 1.883144
Predicted cost: 0.960615, actual cost: 0.033860, loss: 0.858875
Predicted cost: 1.253164, actual cost: 2.161157, loss: 0.824450
Predicted cost: 0.000000, actual cost: 0.000009, loss: 0.000000
Predicted cost: 1.162597, actual cost: 0.719728, loss: 0.196133
Predicted cost: 0.634148, actual cost: 0.004080, loss: 0.396986
Predicted cost: 1.308914, actual cost: 0.964818, loss: 0.118402
Predicted cost: 0.086117, actual cost: 0.098313, loss: 0.000149
Predicted cost: 0.306514, actual cost: 0.040206, loss: 0.070920
Predicted cost: 1.579165, actual cost: 1.358625, loss: 0.048638
Predicted cost: 1.097980, actual cost: 0.938393, loss: 0.025468
Predicted cost: 0.000000, actual cost: 0.077910, loss: 0.006070
Predicted cost: 0.074439, actual cost: 0.000000, loss: 0.005541
Predicted cost: 1.622121, actual cost: 1.796738, loss: 0.030491
Predicted cost: 2.882620, actual cost: 3.638376, loss: 0.571166
Predicted cost: 1.452266, actual cost: 2.343684, loss: 0.794626
Predicted cost: 0.000000, actual cost: 0.000193, loss: 0.000000
Predicted cost: 0.163138, actual cost: 0.552128, loss: 0.151313
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 2.213252, actual cost: 4.099514, loss: 3.557986
Predicted cost: 4.491610, actual cost: 5.450957, loss: 0.920346
Predicted cost: 0.735645, actual cost: 0.013070, loss: 0.522114
Predicted cost: 0.025613, actual cost: 0.006843, loss: 0.000352
Predicted cost: 0.073097, actual cost: 0.104353, loss: 0.000977
Predicted cost: 0.000000, actual cost: 0.019296, loss: 0.000372
Predicted cost: 0.165482, actual cost: 0.159332, loss: 0.000038
Predicted cost: 0.171557, actual cost: 0.162173, loss: 0.000088
Predicted cost: 0.191530, actual cost: 0.002366, loss: 0.035783
Predicted cost: 0.100758, actual cost: 0.009717, loss: 0.008288
Predicted cost: 0.000000, actual cost: 0.000039, loss: 0.000000
Predicted cost: 0.255095, actual cost: 0.168440, loss: 0.007509
Predicted cost: 0.286706, actual cost: 0.172793, loss: 0.012976
Predicted cost: 0.053086, actual cost: 0.166568, loss: 0.012878
Predicted cost: 1.042973, actual cost: 0.994441, loss: 0.002355
Predicted cost: 0.000000, actual cost: 0.631887, loss: 0.399282
Predicted cost: 2.635218, actual cost: 2.536222, loss: 0.009800
Predicted cost: 1.239883, actual cost: 1.409090, loss: 0.028631
Predicted cost: 0.214220, actual cost: 0.002098, loss: 0.044996
Predicted cost: 0.372919, actual cost: 0.148426, loss: 0.050397
Predicted cost: 2.270659, actual cost: 2.590188, loss: 0.102099
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 0.062243, actual cost: 0.039306, loss: 0.000526
Predicted cost: 0.624221, actual cost: 0.710277, loss: 0.007406
Predicted cost: 0.970136, actual cost: 1.215716, loss: 0.060309
Predicted cost: 0.856448, actual cost: 0.050000, loss: 0.650359
Predicted cost: 0.095559, actual cost: 0.014874, loss: 0.006510
Predicted cost: 2.026855, actual cost: 2.105412, loss: 0.006171
Predicted cost: 6.294091, actual cost: 5.381571, loss: 0.832694
Predicted cost: 0.992917, actual cost: 1.083909, loss: 0.008280
Predicted cost: 0.000000, actual cost: 0.000045, loss: 0.000000
Predicted cost: 1.291654, actual cost: 1.285363, loss: 0.000040
Predicted cost: 0.000000, actual cost: 0.010132, loss: 0.000103
Predicted cost: 4.019764, actual cost: 4.574549, loss: 0.307786
Predicted cost: 0.000000, actual cost: 0.300598, loss: 0.090359
Predicted cost: 2.207259, actual cost: 3.169530, loss: 0.925966
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 7.813520, actual cost: 7.735895, loss: 0.006026
Predicted cost: 0.054651, actual cost: 0.000000, loss: 0.002987
Predicted cost: 0.030461, actual cost: 0.001490, loss: 0.000839
Predicted cost: 0.749337, actual cost: 1.507513, loss: 0.574832
Predicted cost: 0.575322, actual cost: 0.422850, loss: 0.023248
Predicted cost: 0.022922, actual cost: 0.044429, loss: 0.000463
Predicted cost: 0.093482, actual cost: 0.377323, loss: 0.080565
Predicted cost: 3.915475, actual cost: 4.898183, loss: 0.965714
Predicted cost: 0.235502, actual cost: 0.010063, loss: 0.050823
Predicted cost: 0.027446, actual cost: 0.000000, loss: 0.000753
Predicted cost: 0.000000, actual cost: 0.073859, loss: 0.005455
Predicted cost: 2.593262, actual cost: 3.482072, loss: 0.789983
Predicted cost: 23.437210, actual cost: 16.552483, loss: 47.399471
Predicted cost: 4.272645, actual cost: 3.115253, loss: 1.339555
Predicted cost: 0.140456, actual cost: 0.000000, loss: 0.019728
Predicted cost: 1.291654, actual cost: 1.436759, loss: 0.021056
Predicted cost: 2.848665, actual cost: 2.833777, loss: 0.000222
Predicted cost: 0.041545, actual cost: 0.321782, loss: 0.078533
Predicted cost: 3.486944, actual cost: 3.106548, loss: 0.144701
Predicted cost: 0.156574, actual cost: 0.601227, loss: 0.197717
Predicted cost: 2.359139, actual cost: 2.411629, loss: 0.002755
Predicted cost: 1.920261, actual cost: 1.681905, loss: 0.056813
Predicted cost: 0.080516, actual cost: 0.181160, loss: 0.010129
Predicted cost: 1.238012, actual cost: 1.010131, loss: 0.051930
Predicted cost: 0.000000, actual cost: 0.004883, loss: 0.000024
